budget,genres,homepage,id,keywords,language,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,lead_actor_1,lead_actor_2,lead_actor_3,director,release_year
8000000,"Comedy, Romance",Unknown,37964,[],en,English,Brown Sugar,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris",3.501158,Unknown,Unknown,10-05-2002,27362712,109,unknown,Released,When did you first fall in love with hip-hop?,Brown Sugar,7.0,31,Sanaa Lathan,Taye Diggs,Yasiin Bey,Rick Famuyiwa,2002
6500000,"Adventure, Action, Thriller",http://www.mgm.com/view/movie/1411/On-Her-Majesty%E2%80%99s-Secret-Service/,668,"london england, suicide, england, switzerland, secret identity, new identity, honeymoon, secret mission, secret organization, secret lab, villain, kilt, family history, title of nobility, snow storm, daughter, espionage, killer, british secret service, skiing, alps, aftercreditsstinger",en,English,On Her Majesty's Secret Service,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",25.289665,"United Artists, Eon Productions, Danjaq","United Kingdom, United States of America",12-12-1969,81974493,142,"English, Deutsch",Released,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,6.5,456,George Lazenby,Diana Rigg,Telly Savalas,Peter R. Hunt,1969
8000000,"Drama, Comedy, Romance, Family",Unknown,14429,"high school, prom, next door neighbor",en,English,Drive Me Crazy,"Nicole and Chase live next door to each other but are worlds apart. However, they plot a scheme to date each other in order to attract the interest and jealousy of their respective romantic prey. But in the mist of planning a gala centennial celebration, Nicole and Chase find that the one they always wanted was closer than they ever thought.",4.482714,"Twentieth Century Fox Film Corporation, Grand March Productions, Amy Robinson Productions",United States of America,10-01-1999,22593409,91,English,Released,The last guy she wants is the only one she needs.,Drive Me Crazy,5.8,62,Melissa Joan Hart,Stephen Collins,Adrian Grenier,John Schultz,1999
8000000,"Drama, Comedy, Romance",Unknown,9962,"suicide, sex, jealousy, dream, blackmail, lie, nudity, motel, marriage, faith, drug, extramarital affair, store",en,English,The Good Girl,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,9.799177,"Fox Searchlight Pictures, Hungry Eye Lowland Pictures B.V., Flan de Coco Films","Netherlands, Germany, United States of America",01-12-2002,16856124,93,English,Released,It's her last best chance... is she going to take it?,The Good Girl,6.1,181,Jennifer Aniston,Jake Gyllenhaal,Zooey Deschanel,Miguel Arteta,2002
8000000,"Action, Comedy, Crime",Unknown,15049,"canada, police, murder, killer, buddy cop",fr,French,Bon Cop Bad Cop,"When the body of the executive of hockey Benoit Brisset is found on the billboard of the border of Quebec and Ontario, the jurisdiction of the crime is shared between the two police forces and detectives David Bouchard from Montreal and Martin Ward from Toronto are assigned to work together. With totally different styles, attitudes and languages.",5.069095,"Park Ex Pictures, Sortie 22",Canada,07-06-2006,12671300,116,"English, FranÃ§ais",Released,Shoot First Translate Later,Bon Cop Bad Cop,6.5,42,Patrick Huard,Colm Feore,Michel Beaudry,Erik Canuel,2006
8000000,Comedy,http://letsnotandsaywedid.com/,37735,"lie, high school, school, teen movie, rumor",en,English,Easy A,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",45.395839,"Screen Gems, Olive Bridge Entertainment",United States of America,09-10-2010,74952305,92,English,Released,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,6.7,2210,Emma Stone,Stanley Tucci,Amanda Bynes,Will Gluck,2010
8000000,"Comedy, Drama",http://www.anotheryear-movie.com/,44009,"jealousy, cooking, garden, funeral, season, loneliness, unrequited love, red wine",en,English,Another Year,"Mike LeighÂs much praised 2010 tragicomical drama. During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.",7.235794,"Film4, Thin Man Films",United Kingdom,11-05-2010,18124262,129,English,Released,Unknown,Another Year,7.0,97,Jim Broadbent,Lesley Manville,Ruth Sheen,Mike Leigh,2010
8000000,"Comedy, Drama",http://focusfeatures.com/its_kind_of_a_funny_story,43923,"suicide, depression, independent film, coming of age, teen movie, teenager, psychiatric ward, woman director, based on young adult novel",en,English,It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,13.143045,Focus Features,United States of America,07-06-2010,6491240,101,English,Released,Sometimes what's in your head isn't as crazy as you think.,It's Kind of a Funny Story,6.9,672,Keir Gilchrist,Emma Roberts,Zach Galifianakis,Ryan Fleck,2010
8000000,"Comedy, Music, Romance, Drama",Unknown,198277,[],en,English,Begin Again,"Gretta's celebrity boyfriend breaks up with her after a long-term relationship, leaving the singer to find success on her own. With the help of record producer, Dan and hip-hop celebrity, Trouble Gum, Gretta strives to fulfil her musical ambitions.",35.735689,"Likely Story, Apatow Productions, Exclusive Media Group, Sycamore Pictures",United States of America,09-07-2013,63464861,104,English,Released,You're only as strong as your next move.,Begin Again,7.3,1254,Mark Ruffalo,Keira Knightley,Adam Levine,John Carney,2013
8000000,"Romance, Comedy, Drama, Horror",http://www.fidothemovie.com/,10288,"vororte, black humor, satire, dark comedy, gore, decapitation, spoof, zombie, canuxploitation",en,English,Fido,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",5.244518,"Lions Gate Films, Astral Media, Anagram Pictures Inc.",Canada,09-07-2006,426224,91,English,Released,Good dead are hard to find,Fido,6.6,135,Billy Connolly,Carrie-Anne Moss,Dylan Baker,Andrew Currie,2006
8000000,Drama,Unknown,251321,"new age, woman director, healer",en,English,Aloft,"As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.",6.500835,"Arcadia Motion Pictures, Wanda VisiÃ³n S.A., Buffalo Gal Pictures","France, United States of America, Spain",02-12-2014,53086,112,"FranÃ§ais, English",Released,Unknown,Aloft,5.1,41,Jennifer Connelly,MÃ©lanie Laurent,Cillian Murphy,Claudia Llosa,2014
6500000,"Comedy, Drama",Unknown,9388,"father son relationship, capitalism, based on novel, smoking, lie, cigarette, research, law, health, marketing, politics, politician, tobacco, liar, dark comedy, cancer, independent film, money, morality, social satire, cigarette smoking, business, advertising, guilt, humiliation, lobby, bribe, corporation, lung cancer, lobbyist, tobacco industry, nicotine",en,English,Thank You for Smoking,"The chief spokesperson and lobbyist Nick Naylor is the Vice-President of the Academy of Tobacco Studies. He is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. His best friends are Polly Bailey that works in the Moderation Council in alcohol business, and Bobby Jay Bliss of the gun business own advisory group SAFETY. They frequently meet each other in a bar and they self-entitle the Mod Squad a.k.a. Merchants of Death, disputing which industry has killed more people. Nick's greatest enemy is Vermont's Senator Ortolan Finistirre, who defends in the Senate the use a skull and crossed bones in the cigarette packs. Nick's son Joey Naylor lives with his mother, and has the chance to know his father in a business trip. When the ambitious reporter Heather Holloway betrays Nick disclosing confidences he had in bed with her, his life turns upside-down. But Nick is good in what he does for the mortgage.",29.01153,"Fox Searchlight Pictures, Room 9 Entertainment",United States of America,09-05-2005,24793509,92,English,Released,Tobacco lobbyist Nick Naylor is trying to SAVE YOUR ASH!,Thank You for Smoking,7.1,664,Aaron Eckhart,Maria Bello,Cameron Bright,Jason Reitman,2005
10200000,Horror,Unknown,1691,"prague, bratislava, castration, ladies' man, student, torture, penis, torture porn",en,English,Hostel: Part II,"Following a geographical tour of Slovakia, three young American women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain.",20.745052,"Lions Gate Films, Next Entertainment, Screen Gems",United States of America,06-08-2007,35619521,93,"English, Polski",Released,Americans...they have no imagination.,Hostel: Part II,5.6,453,Lauren German,Bijou Phillips,Heather Matarazzo,Eli Roth,2007
8000000,Comedy,http://www.extract-the-movie.com/,12569,"infidelity, con man, thief, independent film, business, manufacturing, industrial accident, duringcreditsstinger, sexless marriage, misfortune",en,English,Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",14.652342,Miramax Films,United States of America,09-03-2009,10848783,92,English,Released,Sticking it to the man has never looked so good.,Extract,5.7,192,Jason Bateman,Mila Kunis,Kristen Wiig,Mike Judge,2009
7500000,"Drama, Thriller",http://www.welle.film.de/,7735,"dictator, trainer, classroom, fascism, group dynamics, education, national socialism, training, squatter, anarchist, group, gymnasium, learning and teaching, violence in schools, homepage, social experiment",de,German,Die Welle,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,25.281197,Constantin Film Produktion,Germany,03-11-2008,19000000,107,Deutsch,Released,Evil is something that you learn,The Wave,7.5,841,JÃ¼rgen Vogel,Frederick Lau,Max Riemelt,Dennis Gansel,2008
7000000,"Thriller, Horror",http://theneondemon.com/,301365,model,en,English,The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",38.150787,"Bold Films, Amazon Studios, Vendian Entertainment, Space Rocket Nation","Denmark, France, United States of America",06-08-2016,1333124,117,English,Released,Beauty is vicious.,The Neon Demon,6.4,887,Elle Fanning,Karl Glusman,Jena Malone,Nicolas Winding Refn,2016
7300000,"Thriller, Crime, Drama, Action",Unknown,25941,"self-defense, widower",en,English,Harry Brown,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,16.829837,"HanWay Films, UK Film Council, Marv Films",United Kingdom,11-11-2009,10329747,103,English,Released,Every man has a breaking point.,Harry Brown,6.7,348,Michael Caine,Emily Mortimer,Iain Glen,Daniel Barber,2009
7500000,"Comedy, Drama, Romance",http://www.foxsearchlight.com/juno/,7326,"sexuality, becoming an adult, puberty, first time, oscar award, pregnancy and birth, pregnant minor, precocity, partnership, teenager, teenage pregnancy",en,English,Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",19.782725,"Fox Searchlight Pictures, Mandate Pictures",United States of America,12-05-2007,231411584,96,English,Released,A comedy about growing up... and the bumps along the way.,Juno,7.0,2244,Ellen Page,Michael Cera,Jennifer Garner,Jason Reitman,2007
7000000,"Adventure, Action, Thriller",http://www.mgm.com/view/movie/1130/Live-and-Let-Die/,253,"london england, new york, bomb, england, spy, sheriff, dual identity, secret identity, drug traffic, tarot cards, heroin, crocodile, jamaica, secret mission, secret intelligence service, motorboat, drug smuggle, voodoo, tombstone, aftercreditsstinger",en,English,Live and Let Die,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,30.465138,"United Artists, Eon Productions, Danjaq",United Kingdom,07-05-1973,161777836,121,"English, Magyar",Released,Roger Moore is James Bond.,Live and Let Die,6.4,533,Roger Moore,Yaphet Kotto,Jane Seymour,Guy Hamilton,1973
6600000,Comedy,http://www.jumpingthebroom-movie.com/,57119,"african american, wedding, class differences, martha's vineyard",en,English,Jumping the Broom,Two very different families converge on Martha's Vineyard one weekend for a wedding.,4.492455,"TriStar Pictures, Stage 6 Films, Sony Pictures Worldwide Acquisitions (SPWA), TDJ Enterprises / New Dimensions Entertainment, Our Stories Films",United States of America,05-06-2011,37710610,112,English,Released,Sometimes the only way to get past family drama... is to jump right over it.,Jumping the Broom,6.0,56,Paula Patton,Julie Bowen,Meagan Good,Salim Akil,2011
7000000,"Adventure, Action, Thriller",http://www.mgm.com/view/movie/1213/The-Man-with-the-Golden-Gun/,682,"london england, england, martial arts, assassin, exotic island, gold, hitman, secret mission, villain, bangkok, thailand, floatplane, karate, hong kong, duel, pistol, secret service, aftercreditsstinger",en,English,The Man with the Golden Gun,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,30.214716,"United Artists, Eon Productions, Danjaq","United Kingdom, United States of America",12-01-1974,97572000,125,"???????, ??? / ???, English",Released,The man with the golden gun is ready to assassinate James Bond.,The Man with the Golden Gun,6.3,524,Roger Moore,Christopher Lee,Britt Ekland,Guy Hamilton,1974
7000000,"Action, Adventure, Comedy, Crime, Drama",Unknown,10117,"showdown, suspicion of murder, boxer, suspension, organized crime, shootout, car chase, detroit, drug addict, one against many, megalomaniac, maverick cop, framed for murder, bar fight, exploding boat, action hero",en,English,Action Jackson,Vengence drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,6.872784,"Silver Pictures, Lorimar Motion Pictures",United States of America,02-12-1988,20256975,96,"English, FranÃ§ais",Released,It's Time For,Action Jackson,4.9,50,Carl Weathers,Craig T. Nelson,Vanity,Craig R. Baxley,1988
7000000,Horror,Unknown,79316,found footage,en,English,Devil's Due,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,14.741589,"Twentieth Century Fox Film Corporation, Davis Entertainment, TSG Entertainment",United States of America,01-08-2014,36433975,89,English,Released,The Devil Always Gets His Due,Devil's Due,4.4,216,Allison Miller,Zach Gilford,Sam Anderson,Matt Bettinelli-Olpin,2014
7000000,Horror,http://robzombie.com/movies/house-of-1000-corpses/,2662,"upper class, halloween, psychopath, urban legend, youth, satanic ritual",en,English,House of 1000 Corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,19.301432,"Universal Pictures, Spectacle Entertainment Group",United States of America,04-11-2003,16829545,89,English,Released,You'll never get out alive.,House of 1000 Corpses,6.0,306,Sid Haig,Bill Moseley,Sheri Moon Zombie,Rob Zombie,2003
7000000,"Comedy, Drama",Unknown,12573,"professor, dark comedy, telephone call, aftercreditsstinger, 1960s",en,English,A Serious Man,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",23.612409,"Mike Zoss Productions, Studio Canal, Relativity Media, Focus Features, Working Title Films","United States of America, United Kingdom, France",10-02-2009,31430334,105,"English, ????????, ",Released,...seriously!,A Serious Man,6.6,483,Michael Stuhlbarg,Richard Kind,Fred Melamed,Joel Coen,2009
7000000,"Romance, Drama",http://beyondthelightsmovie.tumblr.com/,241771,"talent, success, musician, woman director",en,English,Beyond the Lights,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",8.079046,"Relativity Media, Homegrown Pictures, Black Entertainment Television (BET), Relativity Sports, Undisputed Cinema",United States of America,09-10-2014,14618727,116,English,Released,"Open your heart, find your voice.",Beyond the Lights,7.0,139,Gugu Mbatha-Raw,Nate Parker,Minnie Driver,Gina Prince-Bythewood,2014
7000000,Drama,Unknown,11051,"christianity, traitor, jesus christ, roman, crucifixion, longing, moral conflict, cross, blasphemy, temptation, mary magdalene",en,English,The Last Temptation of Christ,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt. As he is put to death on the cross, Jesus is tempted by visions of an ordinary life married to Mary Magdalene.",14.672151,"Universal Pictures, Cineplex-Odeon Films","United States of America, Canada",08-12-1988,8373585,164,English,Released,Unknown,The Last Temptation of Christ,7.0,201,Willem Dafoe,Harvey Keitel,Barbara Hershey,Martin Scorsese,1988
7000000,"Action, Adventure, Drama, Family",Unknown,16651,"based on novel, biography",en,English,The Other Side of Heaven,"John H. Groberg, a middle class kid from Idaho Falls, crosses the Pacific to become a Mormon missionary in the remote and exotic Tongan island kingdom during the 1950's. He leaves behind a loving family and the true love of his life, Jean. Through letters and musings across the miles, John shares his humbling and sometimes hilarious adventures with ""the girl back home"", and her letters buoy up his spirits in difficult times. John must struggle to overcome language barriers, physical hardship and deep-rooted suspicion to earn the trust and love of the Tongan people he has come to serve. Throughout his adventure-filled three years on the islands, he discovers friends and wisdom in the most unlikely places. John H. Groberg's Tongan odyssey will change his life forever.",2.206097,3Mark Entertainment,United States of America,04-12-2001,4720371,113,"English, ",Released,An Epic Journey.,The Other Side of Heaven,6.7,14,Christopher Gorham,Anne Hathaway,Joe Folau,Mitch Davis,2001
7000000,"Drama, Romance",Unknown,4251,"love of one's life, pilot, class society, pakistan, india, kashmir conflict",hi,Hindi,Veer-Zaara,"The story of the love between Veer Pratap Singh, an Indian, and Zaara Hayaat Khan, a Pakistani...a love so great it knows no boundaries...",3.721858,Yash Raj Films,India,11-12-2004,29385320,192,??????,Released,A Love Legend,Veer-Zaara,7.4,64,Shah Rukh Khan,Preity Zinta,Rani Mukerji,Yash Chopra,2004
7000000,Comedy,Unknown,33676,"male nudity, female nudity, mexico, prostitute, nudity, high school, locker room, independent film, teen sex comedy, teenager, canuxploitation, virginity",en,English,Losin' It,"Set in 1965, four Los Angeles school friends -- Woody, Dave, Spider and Wendell -- go on a series of misadventures when they head to Tijuana, Mexico, for a night of cruisin', causing trouble, and to lose their virginity.",2.550045,"Tijuana Productions, Tiberius Film Productions","Canada, United States of America",04-08-1983,1246141,100,"English, EspaÃ±ol",Released,The last word about the first time.,Losin' It,4.5,31,Tom Cruise,Jackie Earle Haley,John Stockwell,Curtis Hanson,1983
7000000,"Romance, Drama",http://www.freeheld.movie/,306745,"new jersey, equality, lesbian relationship, cancer",en,English,Freeheld,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,8.184588,"Double Feature Films, Endgame Entertainment, High Frequency Entertainment",United States of America,10-02-2015,573335,103,English,Released,A true story of love and injustice.,Freeheld,7.1,164,Julianne Moore,Ellen Page,Steve Carell,Peter Sollett,2015
7000000,Comedy,http://www.theextramanmovie.com/,47088,"independent film, woman director",en,English,The Extra Man,"THE EXTRA MAN is a sophisticated and moving comedy from filmmakers Shari Springer Berman and Robert Pulcini. THE EXTRA MAN follows Louis Ives (Paul Dano), a lonely dreamer who fancies himself the hero of an F. Scott Fitzgerald novel. When a deeply embarrassing incident forces him to leave his job at an exclusive Princeton prep school, Louis heads to New York City to make a fresh start. He quickly finds a 9 to 5 job at an environmental magazine, where he encounters an entrancing, green-obsessed co-worker Mary (Katie Holmes).",2.26778,"Wild Bunch, Likely Story, Tax Credit Finance, 3 Arts Entertainment","France, United States of America",08-01-2010,453079,108,English,Released,"They're not gigolos, they're gentlemen.",The Extra Man,5.9,29,Kevin Kline,Paul Dano,Katie Holmes,Shari Springer Berman,2010
7000000,"Crime, Thriller, Comedy",Unknown,27004,"independent film, money",en,English,Ca$h,"A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence Â all in the name of money.",8.207425,"Immortal Thoughts, Three Good Men",United States of America,01-01-2010,46488,108,"English, FranÃ§ais",Released,Unknown,Ca$h,6.0,73,Sean Bean,Chris Hemsworth,Victoria Profeta,Stephen Milburn Anderson,2010
7000000,"Animation, Fantasy",Unknown,164372,[],ru,Russian,??????? ????????,"The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost.",5.33861,Bazelevs Production,Russia,10-11-2012,12400000,76,P??????,Released,"Cold can freeze your heart, love can set you free",The Snow Queen,5.1,47,Ivan Okhlobystin,Dmitriy Nagiev,Lyudmila Artemeva,Vladlen Barbe,2012
7000000,"Adventure, Science Fiction",Unknown,13001,"wormhole, space travel, supernatural powers, spaceship, alien",en,English,Stargate: The Ark of Truth,"SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies.",8.591387,"Metro-Goldwyn-Mayer (MGM), Kawoosh! Productions DTV I","Canada, United States of America",03-11-2008,8900000,97,English,Released,The lines have been drawn. The battle has been waged. Only one thing can save us...,Stargate: The Ark of Truth,6.9,140,Ben Browder,Amanda Tapping,Christopher Judge,Robert C. Cooper,2008
6800000,"Drama, War, Mystery",http://www.sonyclassics.com/incendies/,46738,"prison, middle east, rape, muslim, militia, interpreter, son, christian, orphanage, swimming pool, massacre, checkpoint, political assassination, twins, will",fr,French,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",21.285206,"TS Productions, Micro scope, Phi Group","Canada, France",09-04-2010,7103838,130,"FranÃ§ais, ???????, English",Released,The search began at the opening of their mother's will.,Incendies,7.9,479,Lubna Azabal,MÃ©lissa DÃ©sormeaux-Poulin,Maxim Gaudette,Denis Villeneuve,2010
6500000,Horror,http://annabellemovie.com/,250546,"prequel, evil doll, killer doll, spin off, doll, demonic possession, killer toys, toy comes to life",en,English,Annabelle,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",60.225219,"New Line Cinema, The Safran Company, Evergreen Media Group, RatPac-Dune Entertainment",United States of America,10-02-2014,255273813,99,English,Released,"Before the Conjuring, there was Annabelle.",Annabelle,5.6,1517,Annabelle Wallis,Ward Horton,Tony Amendola,John R. Leonetti,2014
6500000,"Crime, Drama",Unknown,650,"street gang, black people, rap music, hip-hop, street war, rapper, violence in schools, los angeles",en,English,Boyz n the Hood,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,17.705671,Columbia Pictures Corporation,United States of America,07-12-1991,57504069,112,English,Released,Once upon a time in South Central L.A... It ain't no fairy tale.,Boyz n the Hood,7.4,364,Laurence Fishburne,Cuba Gooding Jr.,Ice Cube,John Singleton,1991
6500000,"Crime, Comedy, Thriller",Unknown,9430,"ecstasy, drug dealing, drug, reference to family circus, high, bisexual man, multiple storylines",en,English,Go,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",11.142389,Columbia Pictures,United States of America,04-09-1999,28451622,98,English,Released,A weekend wasted is never a wasted weekend.,Go,7.0,196,Sarah Polley,Katie Holmes,Jay Mohr,Doug Liman,1999
6500000,"Comedy, Drama, Romance",Unknown,8998,"midlife crisis, marriage, money, divorce, fashion, woman director",en,English,Friends with Money,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",11.885221,Sony Pictures,United States of America,09-07-2006,13368437,88,English,Released,Unknown,Friends with Money,5.1,128,Catherine Keener,Jason Isaacs,Timm Sharp,Nicole Holofcener,2006
6500000,"Science Fiction, Thriller",Unknown,10514,"nasa, new mexico, biological weapon, epilepsy, secret lab, alien phenomenons, chemistry, biology, suspense, nuclear threat, science",en,English,The Andromeda Strain,"When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents..",12.524953,Universal Pictures,United States of America,03-12-1971,12376563,131,English,Released,The picture runs 130 minutes!... The story covers 96 of the most critical hours in man's history!... The suspense will last through your lifetime!,The Andromeda Strain,7.0,190,Arthur Hill,David Wayne,James Olson,Robert Wise,1971
6500000,Drama,http://www.foxsearchlight.com/shame/,76025,"pornography, brother sister relationship, sex addiction, new york city, thirty something, sex addict",en,English,Shame,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.",40.688426,"HanWay Films, UK Film Council, Alliance Films, See-Saw Films, Film4, Lipsync Productions",United Kingdom,10-02-2011,17693675,100,English,Released,Unknown,Shame,7.0,875,Michael Fassbender,Carey Mulligan,James Badge Dale,Steve McQueen,2011
4800000,"Comedy, Drama, Romance",http://www.good-bye-lenin.de/index2.php,338,"bureaucracy, berlin wall, police state, coma, loss of mother, wife husband relationship, patriotism, german democratic republic, socialism, news broadcast, loss of father, lenin, single, \u00a0, filmes contra o comunismo",de,German,"Good bye, Lenin!",An affectionate and refreshing East/West-Germany comedy about a boy whoÂs mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,11.086001,"WDR, Arte, X-Filme Creative Pool",Germany,02-09-2003,79384880,121,Deutsch,Released,The German Democratic Republic lives on -- in 79 square meters!,"Good bye, Lenin!",7.4,586,Daniel BrÃ¼hl,Katrin Sass,Chulpan Khamatova,Wolfgang Becker,2003
6000000,Romance,Unknown,621,"flying car, street gang, running, graduation, musical, rivalry, gossip, makeover, based on stage musical, automobile racing, nostalgic, greaser, wolf whistle, school dance, animated credits, pep rally, wrong side of the tracks, mooning, school principal",en,English,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",67.608041,"Paramount Pictures, Robert Stigwood Organization (RSO)",United States of America,07-07-1978,181813770,110,English,Released,Grease is the word,Grease,7.2,1581,John Travolta,Olivia Newton-John,Stockard Channing,Randal Kleiser,1978
